job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
Data Analyst,15,Master,4,Retail,Medium,India,Yes,5,100167
Frontend Developer,11,High School,8,Healthcare,Enterprise,India,Hybrid,1,95781
Product Manager,18,High School,9,Telecom,Startup,India,Hybrid,5,95475
Cloud Engineer,13,Bachelor,18,Government,Enterprise,India,Yes,1,128440
AI Engineer,3,PhD,10,Technology,Medium,India,Yes,3,112340
AI Engineer,1,PhD,7,Manufacturing,Medium,India,No,1,114706
Business Analyst,14,Master,5,Finance,Large,India,No,0,83254
Machine Learning Engineer,20,Master,5,Telecom,Small,India,Yes,0,119339
Machine Learning Engineer,15,Diploma,8,Manufacturing,Enterprise,India,Hybrid,0,130553
DevOps Engineer,16,Diploma,18,Government,Large,India,Hybrid,0,110639
DevOps Engineer,9,High School,3,Manufacturing,Medium,India,No,0,77034
Software Engineer,12,PhD,1,Finance,Small,India,Hybrid,1,91182
Frontend Developer,6,Bachelor,13,Consulting,Small,India,Hybrid,4,86713
DevOps Engineer,8,Diploma,1,Media,Small,India,No,5,89664
Cloud Engineer,5,PhD,13,Consulting,Enterprise,India,No,4,138386
Software Engineer,19,High School,6,Technology,Enterprise,India,Yes,3,123206
DevOps Engineer,17,Diploma,8,Education,Enterprise,India,Hybrid,0,115895
Frontend Developer,6,PhD,6,Education,Small,India,Hybrid,5,84322
Product Manager,9,High School,13,Telecom,Medium,India,No,2,94479
Product Manager,1,PhD,8,Finance,Medium,India,Yes,0,98901
Product Manager,3,High School,15,Retail,Medium,India,Hybrid,0,84882
Cybersecurity Analyst,8,Master,8,Consulting,Startup,India,No,3,93389
Cloud Engineer,6,Master,13,Media,Startup,India,Hybrid,2,85294
Product Manager,2,PhD,8,Retail,Enterprise,India,Yes,2,118026
AI Engineer,13,PhD,17,Media,Enterprise,India,No,4,161002
Cybersecurity Analyst,9,PhD,1,Media,Startup,India,No,4,96649
Frontend Developer,13,Master,1,Manufacturing,Small,India,No,1,86003
Backend Developer,19,Master,11,Government,Medium,India,Yes,3,108936
Machine Learning Engineer,12,Diploma,7,Finance,Medium,India,Hybrid,1,98968
Business Analyst,20,Bachelor,4,Telecom,Small,India,Hybrid,0,82183
Machine Learning Engineer,5,Master,8,Retail,Medium,India,Hybrid,2,106776
Machine Learning Engineer,17,PhD,4,Retail,Large,India,No,3,145213
Cloud Engineer,9,Master,11,Government,Large,India,Yes,0,109677
Product Manager,9,Master,14,Government,Medium,India,Hybrid,0,108849
Cybersecurity Analyst,3,PhD,16,Media,Small,India,No,1,94630
Machine Learning Engineer,10,Bachelor,16,Technology,Enterprise,India,Yes,0,122551
AI Engineer,15,Diploma,2,Retail,Enterprise,India,Yes,1,142440
Data Scientist,5,Bachelor,19,Finance,Enterprise,India,No,3,105430
DevOps Engineer,12,Bachelor,7,Telecom,Small,India,Hybrid,3,95967
Frontend Developer,1,Bachelor,6,Government,Medium,India,Yes,2,58519
DevOps Engineer,13,High School,13,Manufacturing,Startup,India,Yes,3,92036
AI Engineer,3,Diploma,10,Technology,Startup,India,Yes,0,91002
AI Engineer,7,Bachelor,10,Education,Medium,India,No,5,110099
AI Engineer,9,PhD,11,Healthcare,Enterprise,India,No,1,139270
DevOps Engineer,17,Diploma,13,Telecom,Startup,India,No,0,97001
Cybersecurity Analyst,7,Master,13,Finance,Small,India,Yes,5,100213
Product Manager,9,Bachelor,12,Telecom,Enterprise,India,Hybrid,0,118908
Data Analyst,3,High School,2,Retail,Small,India,No,5,43890
Product Manager,17,PhD,4,Government,Startup,India,Hybrid,4,104296
Machine Learning Engineer,0,Bachelor,18,Manufacturing,Medium,India,Hybrid,3,85030
Business Analyst,11,Bachelor,2,Technology,Small,India,Hybrid,2,64558
Product Manager,14,Bachelor,19,Finance,Small,India,Yes,3,108099
Cloud Engineer,8,PhD,3,Education,Enterprise,India,Hybrid,0,114614
Backend Developer,7,Master,12,Education,Startup,India,Yes,3,88184
Data Analyst,18,PhD,11,Manufacturing,Startup,India,Yes,0,97581
Cloud Engineer,1,PhD,11,Technology,Enterprise,India,Yes,0,115414
Backend Developer,20,Diploma,11,Media,Medium,India,No,3,98298
Backend Developer,17,Master,4,Healthcare,Medium,India,Hybrid,5,98370
Data Scientist,6,Master,1,Consulting,Small,India,Yes,0,79532
DevOps Engineer,18,PhD,6,Manufacturing,Large,India,Yes,5,147994
Cloud Engineer,2,PhD,1,Healthcare,Startup,India,No,3,85032
DevOps Engineer,6,Diploma,16,Telecom,Startup,India,Hybrid,1,75989
Cybersecurity Analyst,20,Bachelor,12,Consulting,Small,India,No,5,104821
Data Analyst,13,Diploma,4,Manufacturing,Medium,India,Yes,3,70879
Cloud Engineer,8,High School,6,Government,Medium,India,Yes,5,88328
Product Manager,13,PhD,15,Finance,Large,India,No,2,132981
DevOps Engineer,17,PhD,13,Education,Enterprise,India,No,5,148542
Frontend Developer,18,Master,8,Education,Small,India,No,0,97922
Product Manager,20,Master,18,Manufacturing,Enterprise,India,Yes,4,157182
Product Manager,19,Master,6,Technology,Large,India,Yes,2,130546
DevOps Engineer,10,Diploma,11,Finance,Large,India,Yes,1,98638
Cybersecurity Analyst,2,Bachelor,10,Government,Medium,India,No,0,74610
Software Engineer,11,Diploma,3,Finance,Small,India,No,0,72691
Machine Learning Engineer,18,Bachelor,3,Healthcare,Medium,India,Hybrid,3,113409
Machine Learning Engineer,10,Master,11,Government,Enterprise,India,Yes,5,138815
Cloud Engineer,4,Diploma,2,Technology,Startup,India,Yes,4,77132
AI Engineer,19,Bachelor,1,Manufacturing,Large,India,Yes,1,139825
Business Analyst,18,Master,5,Consulting,Large,India,Yes,2,103844
Product Manager,19,Bachelor,7,Education,Medium,India,Yes,1,119087
Software Engineer,5,PhD,12,Telecom,Startup,India,No,2,81406
Machine Learning Engineer,10,Master,2,Finance,Medium,India,Hybrid,2,99498
Software Engineer,19,PhD,5,Media,Small,India,Hybrid,4,102880
Backend Developer,18,PhD,13,Technology,Enterprise,India,No,0,143190
Backend Developer,19,Diploma,10,Finance,Medium,India,Hybrid,2,101161
Frontend Developer,10,Bachelor,1,Technology,Startup,India,No,0,73196
Backend Developer,19,Diploma,9,Healthcare,Medium,India,Yes,5,100752
Frontend Developer,13,Master,19,Finance,Large,India,Hybrid,5,109470
Backend Developer,10,Master,7,Manufacturing,Startup,India,Hybrid,2,86954
DevOps Engineer,17,PhD,13,Healthcare,Large,India,No,3,129230
Product Manager,8,PhD,1,Technology,Startup,India,Yes,1,98651
Data Analyst,18,PhD,9,Technology,Startup,India,Yes,4,95524
DevOps Engineer,0,Bachelor,17,Healthcare,Enterprise,India,No,0,94367
AI Engineer,1,Bachelor,10,Technology,Small,India,Hybrid,5,92393
Frontend Developer,19,Diploma,1,Telecom,Enterprise,India,Yes,0,110559
Business Analyst,8,Bachelor,15,Manufacturing,Large,India,No,5,85744
DevOps Engineer,18,Master,6,Healthcare,Medium,India,Yes,2,121418
Frontend Developer,6,Bachelor,11,Healthcare,Startup,India,Yes,1,66447
Product Manager,9,PhD,18,Education,Small,India,No,5,111629
Business Analyst,14,High School,13,Retail,Large,India,Hybrid,5,100631
Cybersecurity Analyst,20,Master,19,Technology,Small,India,Yes,0,123499
Cloud Engineer,5,Bachelor,15,Retail,Large,India,No,3,102387
Data Scientist,18,High School,3,Technology,Startup,India,Hybrid,3,83793
Backend Developer,14,Diploma,19,Telecom,Large,India,Yes,4,114125
Machine Learning Engineer,7,PhD,3,Healthcare,Medium,India,No,5,112776
Cybersecurity Analyst,9,High School,13,Education,Small,India,No,0,83979
Business Analyst,16,Master,18,Media,Startup,India,Yes,4,88357
Business Analyst,18,PhD,12,Government,Medium,India,Yes,4,114635
AI Engineer,5,Diploma,2,Finance,Medium,India,No,3,104339
Backend Developer,15,Master,5,Technology,Enterprise,India,No,1,113804
AI Engineer,15,High School,19,Healthcare,Enterprise,India,No,3,142106
AI Engineer,3,Master,12,Government,Large,India,No,0,115055
Product Manager,8,PhD,13,Consulting,Small,India,Yes,2,111936
Frontend Developer,7,PhD,13,Media,Startup,India,Yes,0,89593
Data Scientist,0,PhD,7,Media,Startup,India,Yes,5,82135
Business Analyst,1,PhD,14,Consulting,Small,India,Yes,1,78322
Cloud Engineer,5,Bachelor,9,Telecom,Startup,India,Yes,3,80105
Data Scientist,19,Master,7,Technology,Medium,India,No,5,118480
Data Analyst,9,Master,6,Consulting,Startup,India,Hybrid,3,63441
DevOps Engineer,20,High School,15,Consulting,Enterprise,India,Hybrid,2,128142
Software Engineer,15,High School,7,Government,Enterprise,India,Hybrid,0,97224
Backend Developer,12,Bachelor,2,Healthcare,Startup,India,Hybrid,5,82081
Frontend Developer,17,PhD,5,Finance,Medium,India,Hybrid,1,108215
AI Engineer,12,Bachelor,10,Consulting,Enterprise,India,Yes,5,137971
Cybersecurity Analyst,19,Master,14,Government,Startup,India,Yes,4,118742
Backend Developer,17,High School,5,Healthcare,Small,India,Yes,0,90133
AI Engineer,13,Diploma,3,Healthcare,Startup,India,Hybrid,3,99260
Business Analyst,2,Master,13,Government,Startup,India,Yes,1,74451
Backend Developer,11,Diploma,1,Education,Enterprise,India,Hybrid,2,101396
Data Scientist,15,High School,16,Manufacturing,Startup,India,Hybrid,5,82507
Product Manager,6,Bachelor,16,Government,Enterprise,India,Hybrid,0,110904
DevOps Engineer,6,High School,4,Retail,Startup,India,Yes,4,80192
Machine Learning Engineer,20,Master,6,Telecom,Medium,India,No,0,119872
Product Manager,6,PhD,16,Healthcare,Large,India,Yes,0,124217
AI Engineer,12,High School,17,Healthcare,Medium,India,Yes,1,116913
Frontend Developer,11,Diploma,10,Retail,Startup,India,No,3,75444
DevOps Engineer,1,Bachelor,2,Government,Small,India,Yes,4,73694
Data Analyst,9,Diploma,9,Technology,Medium,India,No,5,63146
DevOps Engineer,8,Diploma,1,Government,Enterprise,India,Hybrid,2,96422
Machine Learning Engineer,15,Diploma,2,Manufacturing,Large,India,Hybrid,4,119610
Cybersecurity Analyst,8,PhD,17,Healthcare,Small,India,No,2,100802
Business Analyst,17,PhD,8,Retail,Startup,India,No,4,96202
Frontend Developer,15,Master,11,Finance,Enterprise,India,Yes,0,121361
Data Analyst,17,PhD,12,Media,Small,India,No,5,98696
DevOps Engineer,3,Bachelor,1,Healthcare,Small,India,No,5,78116
Software Engineer,8,PhD,7,Finance,Small,India,Hybrid,3,97618
Data Analyst,2,PhD,9,Manufacturing,Startup,India,Yes,0,62347
Machine Learning Engineer,14,Diploma,19,Healthcare,Startup,India,Yes,4,113304
Frontend Developer,4,Master,13,Manufacturing,Small,India,No,3,81136
Frontend Developer,3,High School,13,Retail,Large,India,No,0,76731
Machine Learning Engineer,1,Master,2,Healthcare,Enterprise,India,No,1,110614
DevOps Engineer,13,High School,1,Media,Startup,India,Hybrid,4,66784
DevOps Engineer,18,Master,17,Finance,Large,India,Yes,2,138139
Product Manager,3,Master,5,Technology,Large,India,Yes,4,116370
Backend Developer,12,Master,10,Media,Large,India,Yes,0,109326
Cloud Engineer,5,High School,16,Consulting,Startup,India,Yes,3,81437
Cybersecurity Analyst,8,Bachelor,5,Finance,Small,India,No,2,92014
Cybersecurity Analyst,20,Bachelor,4,Finance,Small,India,Yes,3,103338
Backend Developer,4,High School,5,Media,Enterprise,India,Yes,3,91974
Data Analyst,10,PhD,9,Media,Small,India,Hybrid,2,92686
Cloud Engineer,17,High School,1,Telecom,Small,India,No,1,87327
Machine Learning Engineer,2,Diploma,18,Consulting,Enterprise,India,Yes,5,111815
Data Analyst,6,High School,19,Telecom,Medium,India,No,4,66875
Software Engineer,14,Master,19,Telecom,Small,India,Yes,4,103226
Business Analyst,2,High School,13,Healthcare,Large,India,Yes,5,77386
Cloud Engineer,20,PhD,8,Media,Medium,India,Hybrid,2,122422
Cybersecurity Analyst,10,High School,17,Technology,Startup,India,Yes,0,89935
AI Engineer,16,Bachelor,7,Consulting,Medium,India,Yes,0,126630
Data Analyst,7,Bachelor,4,Retail,Small,India,No,1,65200
AI Engineer,13,PhD,6,Finance,Large,India,Hybrid,3,144007
DevOps Engineer,17,Diploma,9,Healthcare,Large,India,No,2,114139
Business Analyst,13,Bachelor,7,Media,Enterprise,India,Hybrid,5,101092
Business Analyst,20,PhD,14,Consulting,Medium,India,Hybrid,4,111396
DevOps Engineer,17,PhD,6,Manufacturing,Enterprise,India,Yes,2,147372
Software Engineer,9,PhD,9,Manufacturing,Startup,India,Hybrid,0,80076
Backend Developer,20,Bachelor,15,Finance,Small,India,No,1,105514
Backend Developer,15,Bachelor,2,Finance,Enterprise,India,Hybrid,1,108816
Software Engineer,0,Bachelor,4,Consulting,Medium,India,No,4,69491
DevOps Engineer,12,Master,19,Retail,Startup,India,No,3,105310
Machine Learning Engineer,12,High School,17,Consulting,Large,India,Yes,2,113187
Cloud Engineer,2,Master,9,Manufacturing,Startup,India,Hybrid,2,74860
Data Analyst,18,Diploma,16,Education,Enterprise,India,Yes,2,111062
Machine Learning Engineer,10,Bachelor,15,Manufacturing,Large,India,No,3,123586
DevOps Engineer,16,High School,13,Education,Enterprise,India,Hybrid,0,119547
Data Analyst,1,PhD,5,Government,Large,India,No,3,92620
Product Manager,18,Master,16,Manufacturing,Startup,India,No,1,111657
Machine Learning Engineer,6,High School,14,Education,Small,India,Hybrid,1,90839
Software Engineer,10,PhD,14,Technology,Large,India,No,1,120077
Frontend Developer,6,Bachelor,14,Media,Large,India,No,2,83102
AI Engineer,20,Bachelor,18,Education,Enterprise,India,No,3,153130
Cybersecurity Analyst,13,Bachelor,5,Telecom,Enterprise,India,Yes,4,118087
Backend Developer,3,Master,16,Consulting,Medium,India,Yes,2,87003
DevOps Engineer,6,Master,5,Healthcare,Enterprise,India,Hybrid,5,111671
Machine Learning Engineer,15,Bachelor,18,Finance,Medium,India,No,4,124024
AI Engineer,2,High School,11,Education,Startup,India,Yes,4,87199
DevOps Engineer,12,Diploma,2,Healthcare,Startup,India,No,3,82947
DevOps Engineer,3,High School,4,Healthcare,Startup,India,Yes,4,80894
Business Analyst,9,Diploma,9,Telecom,Small,India,Hybrid,4,64159
Product Manager,15,PhD,11,Manufacturing,Medium,India,Hybrid,4,125483
Product Manager,13,Master,12,Healthcare,Enterprise,India,Hybrid,2,132184
Data Analyst,5,Master,6,Consulting,Enterprise,India,Yes,0,88704
Frontend Developer,16,Bachelor,5,Healthcare,Startup,India,Hybrid,5,80497
AI Engineer,18,PhD,4,Manufacturing,Small,India,Hybrid,0,128782
Software Engineer,14,High School,4,Retail,Enterprise,India,Hybrid,5,107725
Frontend Developer,15,High School,5,Healthcare,Large,India,Yes,0,88357
Product Manager,2,Bachelor,12,Manufacturing,Small,India,Yes,1,93741
Machine Learning Engineer,0,Master,9,Manufacturing,Medium,India,Yes,0,92237
Backend Developer,10,Bachelor,1,Manufacturing,Large,India,Yes,5,95710
Machine Learning Engineer,14,High School,16,Technology,Small,India,Hybrid,0,95095
Cloud Engineer,10,High School,9,Manufacturing,Medium,India,Yes,5,98356
Backend Developer,14,Bachelor,18,Media,Enterprise,India,Yes,4,122970
Backend Developer,1,High School,13,Technology,Startup,India,Yes,5,59614
Data Scientist,10,Diploma,19,Consulting,Large,India,Yes,5,105698
Data Scientist,6,Diploma,11,Media,Small,India,Hybrid,3,75608
Backend Developer,20,Diploma,4,Education,Enterprise,India,Yes,1,119224
Backend Developer,1,Bachelor,19,Retail,Startup,India,Hybrid,3,73596
AI Engineer,6,Diploma,7,Retail,Small,India,Yes,5,96973
AI Engineer,3,High School,13,Consulting,Large,India,Yes,2,109170
Business Analyst,20,Master,18,Government,Medium,India,No,5,106530
Business Analyst,7,High School,15,Technology,Startup,India,Hybrid,4,67145
Software Engineer,16,Bachelor,5,Consulting,Small,India,Yes,5,86274
Machine Learning Engineer,14,PhD,19,Consulting,Small,India,Yes,1,119225
Frontend Developer,7,High School,18,Consulting,Small,India,Yes,5,71989
AI Engineer,1,Diploma,11,Retail,Large,India,No,0,87564
DevOps Engineer,20,Master,13,Retail,Enterprise,India,No,2,149028
Data Scientist,3,Bachelor,19,Technology,Enterprise,India,No,4,103182
Business Analyst,9,High School,3,Healthcare,Enterprise,India,Yes,3,75291
AI Engineer,12,Bachelor,13,Government,Large,India,Hybrid,5,133123
Data Analyst,6,Diploma,17,Telecom,Enterprise,India,Yes,2,88919
Cloud Engineer,19,High School,12,Government,Startup,India,Hybrid,5,97337
AI Engineer,5,High School,13,Retail,Enterprise,India,Yes,5,118960
DevOps Engineer,5,Master,17,Consulting,Startup,India,Yes,4,93307
DevOps Engineer,13,Diploma,2,Finance,Startup,India,No,1,79207
Business Analyst,7,Bachelor,17,Consulting,Small,India,Hybrid,2,70455
Software Engineer,15,PhD,1,Finance,Medium,India,Hybrid,0,104279
Machine Learning Engineer,5,Bachelor,9,Media,Large,India,No,2,102809
Cybersecurity Analyst,6,High School,15,Education,Medium,India,Yes,0,82849
Cloud Engineer,8,Master,1,Government,Enterprise,India,No,4,117663
DevOps Engineer,0,High School,10,Government,Medium,India,Hybrid,2,77437
Cybersecurity Analyst,18,PhD,1,Government,Small,India,No,5,119641
Backend Developer,17,High School,9,Telecom,Large,India,No,3,96328
Machine Learning Engineer,2,PhD,10,Technology,Startup,India,No,1,92120
AI Engineer,6,Diploma,11,Government,Enterprise,India,No,4,122780
Frontend Developer,10,Master,10,Telecom,Startup,India,Yes,4,91059
Product Manager,19,Bachelor,4,Education,Startup,India,No,3,98605
Cloud Engineer,13,Bachelor,4,Education,Enterprise,India,No,5,127599
Frontend Developer,4,High School,12,Education,Large,India,No,3,73767
Cloud Engineer,15,High School,3,Healthcare,Medium,India,No,1,96116
Backend Developer,15,Diploma,7,Government,Medium,India,Yes,5,92485
Frontend Developer,20,Diploma,5,Education,Large,India,Yes,4,114155
Backend Developer,7,Bachelor,16,Manufacturing,Medium,India,Yes,3,91428
Business Analyst,14,High School,18,Telecom,Large,India,Yes,5,99597
Data Analyst,3,Bachelor,4,Consulting,Large,India,Hybrid,5,65097
Business Analyst,19,Diploma,2,Healthcare,Medium,India,Hybrid,0,78193
Machine Learning Engineer,10,PhD,11,Manufacturing,Medium,India,No,2,121223
DevOps Engineer,12,High School,2,Retail,Medium,India,No,4,83356
Backend Developer,15,Bachelor,2,Media,Large,India,Hybrid,4,95854
Data Analyst,12,Diploma,6,Government,Enterprise,India,Hybrid,4,90760
Product Manager,3,Bachelor,12,Consulting,Enterprise,India,No,5,103761
Data Analyst,5,PhD,9,Education,Enterprise,India,No,5,104094
Software Engineer,17,High School,3,Retail,Startup,India,No,4,86439
Frontend Developer,6,High School,7,Telecom,Large,India,No,3,74076
Data Analyst,7,PhD,18,Consulting,Enterprise,India,No,1,103165
Machine Learning Engineer,9,High School,17,Manufacturing,Large,India,Hybrid,4,107367
Backend Developer,11,High School,15,Manufacturing,Startup,India,Yes,3,81113
Machine Learning Engineer,5,Diploma,10,Manufacturing,Enterprise,India,Hybrid,5,119910
Cloud Engineer,1,PhD,14,Retail,Medium,India,Hybrid,3,94548
Data Analyst,14,PhD,18,Healthcare,Small,India,No,5,109593
Data Analyst,7,Master,9,Healthcare,Medium,India,Yes,4,85431
Cybersecurity Analyst,8,Master,2,Technology,Enterprise,India,Hybrid,3,108542
DevOps Engineer,20,High School,13,Retail,Large,India,Hybrid,4,108321
Frontend Developer,2,PhD,18,Finance,Medium,India,Yes,4,86761
Product Manager,11,Diploma,16,Retail,Medium,India,No,0,89880
Product Manager,19,PhD,3,Retail,Startup,India,No,1,111822
Data Analyst,7,PhD,2,Healthcare,Startup,India,No,3,72545
Machine Learning Engineer,10,Master,9,Government,Large,India,No,5,118177
Business Analyst,11,High School,14,Technology,Startup,India,No,3,70087
Cybersecurity Analyst,1,Master,1,Telecom,Small,India,Hybrid,5,86980
Cybersecurity Analyst,0,Diploma,18,Education,Small,India,Yes,5,76420
Machine Learning Engineer,8,PhD,13,Technology,Large,India,Yes,2,132439
Cybersecurity Analyst,15,Diploma,17,Consulting,Enterprise,India,Yes,5,123540
Data Scientist,8,Master,9,Government,Small,India,Yes,0,94232
Backend Developer,9,Master,14,Consulting,Startup,India,Yes,2,85115
Business Analyst,2,PhD,4,Telecom,Small,India,No,5,81413
Product Manager,18,High School,12,Manufacturing,Small,India,Yes,2,111408
AI Engineer,0,Bachelor,14,Government,Small,India,Yes,0,90642
Machine Learning Engineer,19,Bachelor,10,Telecom,Enterprise,India,Yes,4,152552
DevOps Engineer,13,PhD,15,Technology,Large,India,No,4,131843
Frontend Developer,1,Diploma,11,Media,Enterprise,India,Hybrid,0,86455
Data Analyst,0,Bachelor,14,Education,Large,India,No,5,70451
Data Scientist,3,Master,14,Retail,Startup,India,Yes,3,76986
Cybersecurity Analyst,18,Master,12,Media,Startup,India,Hybrid,0,98782
DevOps Engineer,3,Bachelor,10,Retail,Large,India,Hybrid,3,92388
Product Manager,20,High School,14,Media,Small,India,No,4,103880
AI Engineer,13,Diploma,6,Government,Medium,India,No,0,108859
DevOps Engineer,8,Diploma,15,Retail,Medium,India,Hybrid,5,96702
Data Scientist,12,Master,9,Education,Enterprise,India,Hybrid,1,116401
Data Scientist,1,Master,7,Consulting,Small,India,Hybrid,5,76281
DevOps Engineer,12,Bachelor,7,Telecom,Enterprise,India,Hybrid,1,111811
AI Engineer,12,Master,8,Retail,Startup,India,Yes,3,107873
Machine Learning Engineer,15,Diploma,19,Media,Small,India,No,0,94226
Data Analyst,9,Diploma,18,Consulting,Small,India,Hybrid,0,64039
Backend Developer,8,Diploma,14,Retail,Medium,India,Yes,2,89546
DevOps Engineer,6,Bachelor,5,Government,Small,India,No,5,75568
Business Analyst,9,Bachelor,8,Technology,Large,India,No,4,87018
Business Analyst,16,Bachelor,11,Finance,Large,India,Yes,5,107316
Software Engineer,16,Master,17,Retail,Medium,India,Hybrid,0,110617
Product Manager,4,High School,11,Retail,Medium,India,Hybrid,0,73480
Data Analyst,12,PhD,11,Media,Large,India,Yes,2,122734
Software Engineer,4,Bachelor,15,Government,Medium,India,Yes,2,80342
DevOps Engineer,12,PhD,10,Technology,Small,India,Yes,3,108997
Product Manager,0,Master,13,Government,Startup,India,Hybrid,3,81791
Product Manager,14,Bachelor,18,Technology,Large,India,No,0,126177
Machine Learning Engineer,13,PhD,5,Finance,Small,India,No,0,101900
Cloud Engineer,1,High School,10,Healthcare,Enterprise,India,Yes,1,92088
Software Engineer,6,Master,13,Finance,Enterprise,India,Yes,0,111955
Data Scientist,8,Diploma,15,Media,Medium,India,Yes,0,91030
Data Analyst,0,PhD,9,Education,Large,India,Yes,0,75401
Data Scientist,4,High School,8,Healthcare,Medium,India,Yes,5,83172
Data Scientist,17,Diploma,17,Finance,Small,India,No,5,100674
Data Analyst,13,Diploma,7,Education,Startup,India,No,0,70297
AI Engineer,19,High School,8,Consulting,Small,India,Hybrid,1,106113
Software Engineer,0,Bachelor,5,Manufacturing,Large,India,No,2,70330
Machine Learning Engineer,17,High School,9,Retail,Startup,India,No,0,92013
Software Engineer,17,PhD,5,Media,Startup,India,Yes,3,107906
Frontend Developer,18,Bachelor,17,Education,Startup,India,No,5,90303
Cybersecurity Analyst,3,High School,9,Education,Large,India,No,3,80868
AI Engineer,4,High School,17,Retail,Large,India,Hybrid,0,102824
Cybersecurity Analyst,8,Bachelor,7,Healthcare,Enterprise,India,Hybrid,3,114119
Backend Developer,16,Master,13,Finance,Small,India,Hybrid,3,105059
Data Scientist,13,Diploma,11,Government,Medium,India,Yes,5,96762
AI Engineer,7,Master,7,Media,Large,India,Hybrid,5,125170
Data Scientist,8,Master,5,Retail,Startup,India,Hybrid,1,76485
DevOps Engineer,11,PhD,9,Retail,Enterprise,India,Hybrid,5,136695
AI Engineer,19,PhD,11,Manufacturing,Enterprise,India,No,0,169167
Product Manager,18,Master,8,Retail,Startup,India,Hybrid,3,104414
Product Manager,15,Master,10,Technology,Startup,India,Hybrid,5,99689
Data Scientist,3,High School,3,Finance,Startup,India,Yes,3,68808
Business Analyst,12,High School,18,Finance,Startup,India,Hybrid,2,72342
Software Engineer,19,Master,1,Consulting,Small,India,No,0,98017
Data Analyst,17,Bachelor,15,Consulting,Enterprise,India,Hybrid,2,108035
Cloud Engineer,20,Bachelor,6,Education,Medium,India,No,2,108298
Data Analyst,20,High School,17,Education,Enterprise,India,Hybrid,1,105879
Product Manager,19,High School,15,Healthcare,Medium,India,No,3,113408
Data Analyst,6,Master,19,Media,Medium,India,Yes,1,75124
Machine Learning Engineer,20,Master,4,Telecom,Medium,India,Hybrid,4,127358
Machine Learning Engineer,11,High School,8,Media,Small,India,No,4,89713
Software Engineer,11,Bachelor,14,Healthcare,Startup,India,Yes,5,90800
Frontend Developer,2,Diploma,13,Government,Large,India,Yes,2,74689
Cybersecurity Analyst,0,High School,8,Education,Startup,India,Yes,0,60316
Data Scientist,4,High School,19,Manufacturing,Small,India,Hybrid,4,74486
Product Manager,8,Master,7,Technology,Large,India,Yes,0,115612
Business Analyst,6,Diploma,9,Healthcare,Startup,India,Yes,1,61701
Data Analyst,15,Bachelor,4,Media,Enterprise,India,No,4,101488
Cybersecurity Analyst,12,Bachelor,3,Media,Medium,India,No,1,98331
Machine Learning Engineer,8,Master,2,Finance,Startup,India,Yes,3,88852
DevOps Engineer,9,Bachelor,13,Technology,Large,India,No,3,104519
Business Analyst,0,Diploma,14,Healthcare,Startup,India,Hybrid,4,57029
Cybersecurity Analyst,11,Bachelor,1,Media,Small,India,Yes,0,86954
Backend Developer,7,PhD,18,Technology,Medium,India,No,3,98291
Cybersecurity Analyst,19,Bachelor,5,Technology,Enterprise,India,Hybrid,5,131899
Frontend Developer,13,High School,15,Government,Startup,India,No,4,72359
Data Scientist,10,High School,2,Education,Enterprise,India,No,2,91508
Cybersecurity Analyst,0,High School,9,Government,Startup,India,Hybrid,0,62995
Frontend Developer,7,Master,15,Retail,Startup,India,Hybrid,2,77178
Cybersecurity Analyst,15,Master,14,Consulting,Large,India,Hybrid,0,125695
Business Analyst,20,Bachelor,14,Education,Large,India,Yes,0,96597
Machine Learning Engineer,2,Master,14,Education,Enterprise,India,Hybrid,4,121215
Cybersecurity Analyst,12,PhD,8,Healthcare,Startup,India,Yes,4,97480
Cybersecurity Analyst,16,Bachelor,7,Media,Medium,India,Hybrid,1,95463
Cybersecurity Analyst,2,High School,19,Government,Enterprise,India,No,5,93690
Cloud Engineer,18,Diploma,15,Technology,Medium,India,Yes,5,110162
Machine Learning Engineer,6,Master,5,Finance,Enterprise,India,Hybrid,1,120581
Product Manager,13,Diploma,3,Government,Enterprise,India,Yes,2,121159
Machine Learning Engineer,6,Master,14,Media,Large,India,Hybrid,1,109654
Cloud Engineer,2,Diploma,16,Finance,Medium,India,No,2,80255
Cybersecurity Analyst,11,Master,17,Media,Small,India,No,5,102717
Data Scientist,20,Diploma,6,Education,Small,India,No,5,97776
Business Analyst,0,PhD,9,Consulting,Enterprise,India,No,4,90481
Frontend Developer,12,Master,10,Government,Small,India,Hybrid,1,84165
Data Analyst,13,Diploma,1,Education,Enterprise,India,Yes,5,94622
Cloud Engineer,18,Master,5,Consulting,Enterprise,India,Hybrid,2,132665
Cybersecurity Analyst,17,Master,19,Media,Startup,India,Yes,5,110091
Product Manager,8,Diploma,11,Education,Small,India,Hybrid,5,86736
DevOps Engineer,3,PhD,12,Media,Medium,India,Yes,4,112810
AI Engineer,8,Master,2,Telecom,Enterprise,India,Hybrid,0,123040
Cloud Engineer,2,High School,6,Media,Small,India,Yes,3,66048
Data Scientist,1,Bachelor,3,Technology,Small,India,Hybrid,5,69757
Product Manager,8,High School,9,Media,Startup,India,Yes,2,82098
AI Engineer,1,PhD,13,Education,Medium,India,Hybrid,2,112633
Cybersecurity Analyst,2,Diploma,1,Government,Large,India,Hybrid,5,75185
